amount,currency,transaction_type,merchant_category,account_type,location,timestamp,is_fraudulent,credit_score,income_level
7985.134947768108,USD,Deposit,Education,Checking,"Campbellborough, Connecticut",2024-12-26 02:13:31,False,598.4289854934411,Low
7732.74179349666,USD,Refund,Online,Checking,"East Emilyshire, Ohio",2024-10-28 16:28:28,False,788.9220432814277,High
8472.548282931397,EUR,Payment,Healthcare,Checking,"Cochranborough, New Jersey",2025-01-22 09:45:32,False,630.2244490339435,Low
6309.371778257728,EUR,Refund,Online,Credit,"South Stephanie, Michigan",2025-06-19 23:58:33,False,708.8046441372154,Low
8261.349042711741,GBP,Fee,Healthcare,Checking,"Williamsborough, South Carolina",2025-05-06 10:31:18,False,420.2418309675219,High
8150.588711787284,EUR,Payment,Retail,Credit,"Port Rhondaport, Arizona",2025-07-24 20:40:26,True,519.7880573357421,Low
1792.1380070379978,EUR,Purchase,Gas Station,Credit,"East Terry, Oregon",2024-11-28 03:59:14,True,492.48098376128644,High
1686.4235420056814,EUR,Refund,Gas Station,Investment,"North Katherine, Iowa",2025-04-03 01:42:36,False,618.7409111476728,Medium
6936.190942485382,EUR,Transfer,Retail,Checking,"Dawnhaven, Hawaii",2025-04-25 05:51:26,False,758.7668503173203,High
5815.426643650642,USD,Refund,Gas Station,Credit,"Mooremouth, Delaware",2024-11-10 10:35:18,False,316.1814511941712,Low
5899.823250535801,EUR,Transfer,Retail,Credit,"Shelbymouth, Idaho",2025-02-24 04:58:08,False,303.83936119844316,High
2723.117203241185,GBP,Fee,Entertainment,Checking,"North Elizabeth, Texas",2024-10-06 18:01:12,False,829.1852479303451,High
1234.7971993024764,GBP,Deposit,Healthcare,Checking,"Port Aarontown, North Dakota",2025-03-04 13:06:29,False,611.0509250060993,Low
6988.711239116013,USD,Purchase,Travel,Savings,"Lake Brandonfurt, Montana",2024-12-22 21:59:21,False,448.774006944817,Very High
6069.179686243316,GBP,Transfer,Online,Investment,"West Peter, Michigan",2025-09-05 14:57:53,False,463.03506303855426,Low
8969.430059640288,EUR,Purchase,Gas Station,Checking,"New Michaelfort, Rhode Island",2025-02-04 20:58:26,False,703.9222587154323,Very High
2963.7442995232313,GBP,Withdrawal,Healthcare,Investment,"New Lauren, Colorado",2025-05-31 03:32:00,False,839.76829212944,Low
5354.707794050246,JPY,Withdrawal,Education,Investment,"Hectorberg, Idaho",2024-11-19 12:54:42,False,678.7709747539732,Medium
9915.589737153405,GBP,Fee,Travel,Savings,"Kimberlybury, Mississippi",2024-11-12 12:43:23,False,596.8027445530798,High
813.954946076638,GBP,Transfer,Travel,Credit,"Harrishaven, Washington",2025-03-01 13:54:11,False,562.7704067578976,Medium
4002.0499890061583,EUR,Fee,Gas Station,Savings,"Griffinborough, New York",2025-05-11 10:52:30,False,619.637185070196,High
4376.244808713196,GBP,Refund,Entertainment,Checking,"South Shannon, Wyoming",2024-12-31 15:40:35,False,483.0112489179586,Medium
3200.5258598919413,EUR,Deposit,Education,Savings,"Danielleton, Minnesota",2024-12-30 13:18:56,False,799.5022014722175,High
8661.904713720713,JPY,Deposit,Healthcare,Checking,"New Rhonda, Florida",2025-02-21 16:29:34,False,505.8835102968379,High
3981.901355399673,EUR,Refund,Entertainment,Investment,"East Amanda, Maine",2024-09-25 19:51:19,False,693.045818109127,Low
5686.768476844967,GBP,Fee,Online,Investment,"North Kristifort, Kansas",2025-07-14 18:22:06,False,788.1070594816188,High
3396.281895579315,EUR,Payment,Entertainment,Credit,"New Regina, Oregon",2024-11-06 06:39:48,False,486.72065356009045,Medium
6841.2551432075825,EUR,Withdrawal,Online,Savings,"Butlerton, North Dakota",2025-06-29 13:31:16,False,761.3971679799721,High
4050.440020208603,GBP,Purchase,Retail,Savings,"Davidland, Missouri",2024-10-13 07:11:17,False,344.7221007404775,High
7477.7331912837235,JPY,Fee,Travel,Savings,"North Jonathanview, North Dakota",2024-10-09 22:17:30,False,319.6797151929456,Very High
5229.614308048265,JPY,Payment,Healthcare,Savings,"Williamsville, Alaska",2025-03-17 08:05:24,False,596.5574549313277,Medium
202.3430128278639,USD,Deposit,Education,Investment,"New Michaeltown, Delaware",2024-10-24 21:30:43,False,327.86372063905907,Very High
3818.6066754022495,JPY,Deposit,Retail,Investment,"Jaredfurt, South Dakota",2025-05-07 19:32:52,False,726.039640449123,High
8794.910309345683,JPY,Fee,Education,Savings,"North Davidmouth, Missouri",2025-06-12 11:35:20,False,462.86803102998385,Low
6449.473836953659,USD,Transfer,Gas Station,Credit,"Kevinberg, Oregon",2025-05-08 19:08:59,False,703.2159482835924,Low
7201.307596118791,JPY,Fee,Education,Investment,"East Gary, Kentucky",2024-12-28 21:18:55,False,472.6809857320587,Low
806.8563236434444,EUR,Fee,Travel,Credit,"Williamfurt, North Carolina",2025-01-29 08:06:40,False,594.7486306447701,Medium
4402.498234876639,JPY,Fee,Gas Station,Investment,"Amberland, Utah",2025-03-03 21:59:56,False,498.07002623837457,Medium
1532.277627593926,GBP,Payment,Education,Credit,"West Donna, Idaho",2025-01-12 22:55:48,False,514.0559679674958,Low
8687.985573808483,GBP,Fee,Healthcare,Investment,"Lake Amberville, Illinois",2024-10-12 17:54:21,True,301.15796403637444,Low
5054.924304861659,USD,Payment,Gas Station,Checking,"East Cassandra, North Dakota",2025-07-20 07:34:53,False,338.88318251977586,Low
9974.901483588692,JPY,Transfer,Entertainment,Investment,"North Gwendolynport, Minnesota",2024-10-18 19:02:41,False,789.8992484985506,Very High
382.9455517320131,GBP,Refund,Travel,Investment,"Kristinton, Minnesota",2025-04-03 06:36:55,False,311.4338663226377,Medium
7878.061918196996,GBP,Transfer,Restaurant,Checking,"Staceyside, Washington",2025-06-04 07:15:52,False,595.2842266753712,Low
1697.4118651787069,JPY,Payment,Travel,Investment,"Barnettchester, Illinois",2025-02-02 05:03:57,False,490.7414815014526,Low
1219.5657448375152,EUR,Deposit,Gas Station,Investment,"North Ariana, Nebraska",2025-08-23 21:54:23,False,723.9531104206603,High
1143.6716133084851,JPY,Deposit,Travel,Checking,"Lake Robertmouth, Colorado",2025-03-07 09:40:08,False,790.9799215410225,Medium
2325.7953801612566,GBP,Purchase,Healthcare,Checking,"Carolineberg, Vermont",2025-02-04 19:26:51,False,392.1630306872964,Low
3726.758576313361,EUR,Transfer,Healthcare,Credit,"Lake Michael, Pennsylvania",2025-05-19 23:55:29,False,354.9523845595427,Very High
1838.2679939473708,EUR,Withdrawal,Restaurant,Savings,"North Valerie, Oklahoma",2025-03-15 17:36:06,False,732.7504579276383,High
4038.001119240129,USD,Fee,Gas Station,Investment,"Johnnyhaven, Iowa",2025-01-15 01:12:51,False,444.79493580497154,Very High
2898.0523672708855,JPY,Refund,Travel,Investment,"Andrewchester, Maine",2025-01-25 12:49:40,False,728.2783344171567,High
1775.9941472088278,EUR,Withdrawal,Gas Station,Credit,"West Brittneymouth, Alabama",2025-01-05 13:04:46,False,400.76888411637054,Very High
9662.844681316312,JPY,Payment,Education,Savings,"East Scottmouth, Wisconsin",2025-08-30 05:27:24,False,455.27688846871877,Medium
6000.076287709536,JPY,Purchase,Entertainment,Credit,"Markchester, Vermont",2025-07-02 01:20:58,False,521.310051790138,Medium
580.0868046283509,EUR,Payment,Education,Checking,"Francobury, North Carolina",2025-01-29 15:30:09,False,706.3316348049414,High
6905.5227659095935,JPY,Withdrawal,Gas Station,Credit,"South Ashleyhaven, Ohio",2024-11-28 02:36:16,False,816.8345881952436,High
4330.138788329461,EUR,Purchase,Healthcare,Savings,"Tabithaberg, Connecticut",2025-04-09 14:34:33,False,849.8413991881608,Low
2475.171035476672,EUR,Payment,Online,Savings,"Johnport, Iowa",2024-09-17 03:08:51,False,804.470828919353,High
5867.285123929969,GBP,Deposit,Gas Station,Checking,"North Daniel, Michigan",2024-10-14 16:45:48,False,575.3368785951234,Very High
5073.84656823697,EUR,Withdrawal,Healthcare,Credit,"Dawnberg, New Hampshire",2025-09-01 16:28:51,False,621.5076603230027,Low
1127.0435602483335,USD,Payment,Restaurant,Savings,"Port Matthew, California",2025-03-29 17:51:35,False,654.6251546916859,Very High
7724.526487355335,GBP,Fee,Restaurant,Checking,"Port Donald, Virginia",2025-06-12 23:22:12,False,772.8202220917785,Medium
4338.892153747219,GBP,Fee,Education,Investment,"New Peterberg, Delaware",2024-11-07 14:00:07,False,581.8261385617944,Medium
5108.895084784252,EUR,Fee,Entertainment,Checking,"East Williambury, Hawaii",2025-04-28 16:25:56,False,331.1787488252896,Low
9299.96559532849,USD,Transfer,Travel,Credit,"North Becky, Nebraska",2025-03-16 05:57:41,False,370.9164760864576,Medium
9391.157099355012,JPY,Payment,Gas Station,Checking,"Christopherport, Connecticut",2025-01-14 01:18:01,True,412.51128085968827,Medium
9514.165939804754,GBP,Deposit,Gas Station,Credit,"West David, Tennessee",2024-10-01 11:14:13,False,548.5687332635987,Low
4866.578399663354,JPY,Fee,Online,Checking,"Stricklandchester, Iowa",2025-05-17 23:51:11,False,568.3846487224008,High
5722.603489376385,GBP,Deposit,Restaurant,Credit,"Petersonberg, Indiana",2025-08-27 13:12:11,False,595.1331782033244,Very High
5496.729162012138,USD,Refund,Restaurant,Checking,"East Kevin, Vermont",2025-06-10 14:39:28,False,419.7671446168237,Very High
1792.5818465529205,GBP,Deposit,Entertainment,Checking,"Lake Lauren, Oregon",2025-06-05 23:27:32,False,464.1595489351902,Very High
9357.908768376345,GBP,Fee,Gas Station,Credit,"East Tami, Wisconsin",2025-03-09 15:19:55,False,806.585335184712,Low
748.4511294092538,EUR,Deposit,Healthcare,Savings,"Wattsburgh, Indiana",2024-10-26 19:49:43,False,595.9579023666275,Very High
3189.889021108962,GBP,Refund,Online,Investment,"Franklinfurt, Oklahoma",2025-03-20 17:36:15,False,829.8196375977792,Low
6087.788837004393,USD,Withdrawal,Online,Checking,"New Lisa, Illinois",2025-02-23 21:30:39,False,800.2976380378136,High
6329.218886407119,GBP,Withdrawal,Healthcare,Savings,"Masonhaven, Missouri",2025-08-02 01:57:14,False,709.9142674108925,High
672.3174130324597,JPY,Fee,Travel,Savings,"Alvarezport, Illinois",2025-07-07 14:44:45,False,590.4691008065245,Very High
