amount,currency,transaction_type,merchant_category,account_type,location,timestamp,is_fraudulent,credit_score,income_level
4174.185504236031,GBP,Deposit,Education,Credit,"Gonzalezport, North Carolina",2025-04-16 02:22:44,False,676.1584315273986,High
2211.246788401581,GBP,Fee,Online,Checking,"Nicholasborough, South Dakota",2025-07-08 21:08:03,False,505.30654616683097,Low
4434.551186532488,GBP,Refund,Education,Credit,"New Austinshire, West Virginia",2025-08-14 07:35:35,True,826.8066111042264,Low
3105.0092105539516,EUR,Refund,Healthcare,Credit,"North Mariastad, Pennsylvania",2025-01-14 01:36:41,False,732.8141051380001,Medium
1366.5838431075572,JPY,Purchase,Online,Credit,"South Jason, Florida",2025-05-15 01:36:39,False,840.3941193210835,Medium
2216.0557148451453,USD,Refund,Retail,Savings,"West Margaretburgh, Rhode Island",2025-06-14 20:04:19,False,547.566280721148,High
8481.847785719978,EUR,Refund,Restaurant,Credit,"Thompsonmouth, Wisconsin",2025-05-13 00:44:20,False,675.7730797229849,Very High
4677.6509363850355,EUR,Fee,Gas Station,Investment,"Freemanshire, Nevada",2024-12-23 06:35:56,False,297.3280348009918,High
7753.586640099364,GBP,Transfer,Restaurant,Savings,"New Susanborough, Indiana",2025-09-05 17:25:05,False,634.0906996825138,Low
1795.6505573116312,JPY,Deposit,Travel,Investment,"East Jamestown, New Mexico",2025-04-13 10:50:08,False,333.72909636633557,Very High
3926.3059665039555,USD,Withdrawal,Online,Credit,"Lake Robertside, Vermont",2025-04-06 09:59:48,False,735.5652635817812,Low
1283.678667674422,GBP,Transfer,Entertainment,Checking,"North Steven, North Dakota",2025-04-19 13:52:34,False,623.9689808621376,Low
4297.756473458488,GBP,Purchase,Gas Station,Savings,"Johnsonfurt, Wyoming",2025-03-26 08:35:20,False,361.64446089686595,Very High
706.8652518485335,JPY,Purchase,Entertainment,Investment,"Reyesfurt, Kansas",2025-01-24 01:40:17,False,664.7517978987936,Low
1617.5633449730126,GBP,Purchase,Travel,Savings,"Elizabethton, Indiana",2025-04-25 12:45:15,False,667.1455646993293,Very High
4674.597148142409,JPY,Payment,Online,Investment,"Piercetown, Maine",2024-09-22 02:24:50,False,562.1428764648855,High
5300.663065980226,USD,Refund,Gas Station,Savings,"New Barbara, Kansas",2024-10-17 17:25:18,False,436.021859646095,Very High
6156.3028172292,JPY,Deposit,Travel,Investment,"Gregoryside, Ohio",2024-12-16 23:55:54,False,618.8695283609197,Very High
6964.88126874339,GBP,Refund,Education,Investment,"North Charles, New Hampshire",2025-09-11 20:38:22,False,466.6157546763016,Low
5182.597374179979,EUR,Deposit,Entertainment,Investment,"North Ashleyfort, California",2025-07-08 04:35:02,False,719.8246855023688,Very High
10031.142595762854,EUR,Deposit,Education,Savings,"South Hannahview, Maryland",2025-08-11 13:26:11,False,684.2880583171915,Low
5730.108241953164,EUR,Payment,Education,Credit,"East Scottstad, Connecticut",2025-07-29 13:23:21,False,774.3788905846598,Medium
5379.058378064949,JPY,Purchase,Restaurant,Credit,"Lake Madeline, Rhode Island",2024-11-10 14:34:27,False,329.7454588837431,Very High
721.2687024730164,GBP,Transfer,Retail,Investment,"Richardsonstad, Washington",2025-09-14 18:18:19,False,361.69755061842636,Low
9524.610902602586,JPY,Payment,Education,Checking,"Popehaven, California",2025-01-29 02:20:41,False,759.3627635027506,Medium
7175.244998769593,GBP,Withdrawal,Entertainment,Savings,"Brownborough, New Hampshire",2025-02-10 18:33:50,False,595.5288885956095,Medium
9080.562956703425,EUR,Purchase,Education,Investment,"Port Melinda, New Jersey",2025-09-08 06:11:32,False,571.5535805592539,Very High
1886.444800358443,USD,Fee,Retail,Credit,"Carrollfort, Indiana",2024-10-29 00:38:14,False,581.6681436150578,High
1273.6787458139884,USD,Purchase,Retail,Investment,"Collinsmouth, Kansas",2024-11-23 03:19:18,False,332.96215716953947,Low
7701.738365630865,GBP,Transfer,Education,Savings,"Lake Teresa, Maine",2024-09-24 21:31:11,False,769.4241850993781,Very High
8980.662284650927,JPY,Withdrawal,Online,Credit,"Williamfort, Hawaii",2025-01-31 18:41:20,False,783.4056285083684,High
4145.241160528029,JPY,Transfer,Education,Investment,"Lake Frank, South Carolina",2025-02-11 04:57:41,False,571.0901661115836,Very High
3181.1731246105605,GBP,Withdrawal,Education,Savings,"Port Rebecca, Montana",2025-06-27 15:41:03,False,828.7805475926448,Medium
2480.7283677781356,JPY,Refund,Healthcare,Checking,"East Shawnhaven, Minnesota",2025-01-11 11:16:02,False,814.1586096531468,High
8874.795482327223,JPY,Purchase,Gas Station,Savings,"East Emilyport, Wisconsin",2024-12-23 23:03:14,False,593.5269782121596,Low
5993.649674450977,EUR,Purchase,Healthcare,Savings,"Rodriguezview, New Mexico",2025-09-08 10:29:42,False,364.00986733207793,High
9992.252325873846,JPY,Refund,Online,Investment,"Christinaborough, California",2024-11-26 07:17:50,False,543.5436080531043,Low
8192.199316890705,JPY,Refund,Entertainment,Savings,"Bruceville, Ohio",2025-02-20 05:57:16,False,555.2531422878949,Medium
5286.556438462452,JPY,Refund,Healthcare,Credit,"West Courtneyland, Arkansas",2025-08-17 10:25:41,False,307.2392844657829,Low
8350.020336904083,JPY,Withdrawal,Entertainment,Credit,"Lucasmouth, Mississippi",2024-12-04 19:39:46,False,536.8258101957525,High
7150.285178757635,USD,Purchase,Online,Checking,"Hannaburgh, Maryland",2024-12-15 02:58:06,False,324.18963565083885,Low
982.9123812741851,USD,Refund,Online,Savings,"New Christopher, New York",2025-02-09 18:20:47,False,614.7791947636256,High
156.4905889413297,JPY,Payment,Restaurant,Savings,"New Tyler, North Carolina",2025-08-28 12:46:16,False,502.6356421956455,Low
1022.7893985148406,USD,Fee,Healthcare,Investment,"East Aaron, Illinois",2025-03-17 20:52:56,False,396.7234905977958,Very High
869.6937438132137,EUR,Refund,Entertainment,Savings,"Ambermouth, Minnesota",2025-01-17 07:44:14,False,851.4609545669668,High
10292.676365073827,USD,Deposit,Restaurant,Checking,"Amystad, Indiana",2025-03-16 01:17:37,False,406.734453780383,High
6104.508060349222,GBP,Payment,Education,Savings,"New Nicole, Arkansas",2025-04-01 21:43:56,False,521.5374003676258,Very High
1620.5933022334289,JPY,Refund,Online,Investment,"New William, Mississippi",2025-03-01 00:12:00,False,679.5137613918749,High
5638.036464298982,EUR,Refund,Online,Credit,"Smithmouth, Oklahoma",2024-12-31 17:30:02,False,702.3143928842161,High
8739.753264814604,EUR,Withdrawal,Education,Savings,"Lake Shaunshire, Maryland",2025-09-17 15:47:46,False,413.7355518014837,Low
5596.984242436607,JPY,Deposit,Entertainment,Investment,"New Summermouth, Utah",2025-05-09 03:12:58,False,791.5264271025353,Low
3257.751457582916,JPY,Payment,Retail,Savings,"Lake Regina, Iowa",2024-12-21 02:37:20,False,729.7548343067097,Medium
2746.6933622822553,EUR,Fee,Healthcare,Checking,"Vegaport, California",2024-10-23 01:40:04,False,519.1873961924991,Low
4373.672416636203,USD,Fee,Entertainment,Checking,"Martinview, Oregon",2025-06-16 09:11:25,False,373.00062864725675,High
651.8729226987202,GBP,Refund,Travel,Checking,"Mcdanielton, Illinois",2025-02-07 12:32:26,False,567.2140300024548,Medium
9564.116817353646,GBP,Fee,Gas Station,Investment,"South Judithside, West Virginia",2025-08-17 00:21:33,False,409.60701695315805,Medium
