timestamp,temperature_c,humidity_percent,pressure_hpa,light_lux,motion_detected,battery_level,signal_strength,location_lat,location_lon,device_status
2025-08-21 19:30:48.349640,20.49477012475829,45.286101164988196,1014.6867526800256,603.5283919791686,False,22.389494162496486,-49.740099080301476,40.85330002372234,-73.23583228014125,Maintenance
2025-08-21 19:35:48.349640,20.348762588291027,55.77117516437034,1011.1884409232351,273.802785648284,True,33.052869741695474,-74.488096583176,40.85313797988846,-73.68427100523715,Error
2025-08-21 19:40:48.349640,17.994527283922213,46.88230379929195,1008.1392838050298,373.9290578917485,False,35.69537315518745,-91.43470717311878,40.90370850485139,-73.62181601588665,Offline
2025-08-21 19:45:48.349640,19.330280636397124,48.99184358423305,1007.9302626274139,549.5540039550777,False,43.2298349181375,-72.78155501840064,40.155055663273416,-73.2664275874625,Maintenance
2025-08-21 19:50:48.349640,21.20504223495226,49.17100677385762,1013.6552539058933,636.3817200695839,False,100.4108639191571,-74.90446188603103,40.846411972433174,-73.78862422408287,Maintenance
2025-08-21 19:55:48.349640,23.884821983034396,58.86717168427135,1017.2138481803244,664.3851428743476,False,88.90342328047919,-80.67930767360986,40.85211346297522,-73.77687123621732,Offline
2025-08-21 20:00:48.349640,16.018482684022572,52.41190887611808,1010.8751248428771,678.909319278334,True,44.085755713245284,-97.22423300229964,40.707716444355015,-73.76865963036622,Active
2025-08-21 20:05:48.349640,21.98178642661382,63.091401649715294,1012.5929344041775,513.7957777107931,False,81.72597118494238,-43.07660256916516,40.5827301520538,-73.10380935168308,Error
2025-08-21 20:10:48.349640,18.344112461039476,56.77841484621186,1013.9101648387997,518.2456476131157,True,68.10878236183729,-68.25296842425523,40.95897570691092,-73.70427345646107,Active
2025-08-21 20:15:48.349640,20.890565726433987,51.90499302458403,1014.2751685557689,737.6057650555115,True,86.04592546045062,-39.71614676669386,40.24193533910811,-73.25892514967146,Active
2025-08-21 20:20:48.349640,20.682220468286644,59.874011465923324,1015.2459648986481,665.3718558193807,True,19.342795617382354,-64.44579638918506,40.23847147636594,-73.59520905041381,Active
2025-08-21 20:25:48.349640,21.690281718142703,41.20607829770212,1013.2122752659719,450.5755929264553,True,79.1347859944954,-85.37173995041638,40.25287896915264,-73.41765104395131,Error
2025-08-21 20:30:48.349640,19.88149583971476,54.00193379903692,1015.1698542137932,436.7856155993785,False,38.49507088199276,-27.83959456431713,40.604030755389466,-73.66684717963963,Error
2025-08-21 20:35:48.349640,21.716220837213964,47.32929167726481,1013.0960737235622,136.1098484996197,True,82.52380379580596,-66.71154546200043,40.65930214656601,-73.72896742675361,Error
2025-08-21 20:40:48.349640,20.78748628063622,51.7844204202512,1011.5414194944173,596.9550219888702,False,68.17163497115021,-73.25736440587981,40.41166970234466,-73.18440179268626,Offline
2025-08-21 20:45:48.349640,17.37275035656555,59.341069755625035,1013.0662423861319,587.4091836167011,True,83.81156043402584,-77.93722006848964,40.87954868965542,-73.70179004694386,Maintenance
2025-08-21 20:50:48.349640,23.009105165799436,51.99692077499452,1015.6767922673539,168.86063262912168,False,56.937117283393896,-56.758202202463515,40.5625214901953,-73.99202328645733,Error
2025-08-21 20:55:48.349640,24.66685499296847,49.58226098952349,1011.1739392047505,594.7027585695101,True,89.71971984650158,-65.22476688612653,40.83884907685783,-73.48722332806787,Error
2025-08-21 21:00:48.349640,17.991999368852152,59.1714236678265,1011.5998645008086,484.1041224047532,True,57.979434124774365,-89.88972645288625,40.74317098775658,-73.17401080467194,Error
2025-08-21 21:05:48.349640,18.620851607252227,54.35877214504384,1019.3954100488694,272.46869264495996,False,9.406811451112358,-78.66616492040987,40.215146822105936,-73.59409740120678,Error
